year,month,day,hour,minute,lat1,lat2,lat3,lon1,lon2,lon3,wp1,wp2,wp3,size1,size2,size3,d1,d2,d3,mask1,mask2,mask3,Cb_dakar_t0,Cb_dakar_t1,Cb_dakar_t2,Cb_dakar_t3,Cb_dakar_t4,Cb_dakar_t5,Cb_dakar_t6
2011,6,1,0,0,14.194159,12.942188,23.053855561273117,-15.526232,-15.899781,-23.573951371382755,126.66488266776452,121.9622641509434,0.0,21861,477,0,216.96814695289862,259.97865583101094,1127.4405706141933,1,1,0,0,0,0,0,0,0,0
2011,6,1,0,15,14.253219,12.97066,8.7180195,-15.649703,-15.901954,-11.543636,120.47261567516524,131.84883720930233,135.28819444444446,19062,774,2592,202.39444481346155,257.4233030857167,927.6277011936882,1,1,1,0,0,0,0,0,0,0
2011,6,1,0,30,14.311877,12.971391,9.778905,-15.743607,-15.961067,-12.0957575,113.67125171939477,140.6590909090909,143.10344827586206,13086,792,261,190.97007775721917,253.21596028592057,801.2220620938191,1,1,1,0,0,0,0,0,0,0
2011,6,1,0,45,14.392823,13.000295,9.807619,-15.364886,-15.992899,-12.210651,110.14509246088194,131.16666666666666,136.26190476190476,6327,648,378,229.16278599959753,248.53985402346967,789.9488928937953,1,1,1,0,0,0,0,0,0,0
2011,6,1,1,0,14.4815645,13.028799,15.418473,-15.550182,-15.995117,-14.532415,98.97151898734177,118.35849056603773,143.36666666666667,2844,477,270,207.9814124761264,245.95330765264353,324.6786278704377,1,1,1,0,0,0,0,0,0,0
2011,6,1,1,15,13.029204,15.0144,6.453558229733846,-16.024752,-14.52869,-9.545398511386551,102.72727272727273,117.66666666666667,0.0,297,135,0,243.86334966782428,317.59100623341413,1261.9737708817088,1,1,0,0,0,0,0,0,0,0
2011,6,1,1,30,15.103353,22.511203577330477,23.39015604288138,-14.713312,-12.28341504586004,-9.15168094982004,103.67241379310344,0.0,0.0,522,0,0,299.0649479970182,1024.2099500836284,1300.75864399195,1,0,0,0,0,0,0,0,0,0
2011,6,1,1,45,15.133075,9.274499,5.833787089003816,-14.775002,-11.6778345,-10.995905809391386,130.75129533678756,188.50852272727272,0.0,1737,6336,0,292.9909948157087,873.1675231393897,1214.8589953724797,1,1,0,0,0,0,0,0,0,0
2011,6,1,2,0,15.163147,9.357995,6.343706355578357,-14.866332,-11.681164,-13.272792316691524,145.74528301886792,201.38343949044585,0.0,2862,7065,0,283.85220504504093,866.4309951143574,1037.6480558366368,1,1,0,0,0,0,0,0,0,0
2011,6,1,2,15,15.224322,9.248261,7.994241226108572,-15.10885,-11.903314,-24.59530745631867,153.66004962779155,206.79495268138803,0.0,3627,8559,0,259.59738264549736,857.7497581453346,1077.841570807426,1,1,0,0,0,0,0,0,0,0
2011,6,1,2,30,15.217225,9.1661625,18.17046751476675,-14.604378,-12.098371,-8.201792468591297,135.63589743589745,209.23953261927946,0.0,3510,9243,0,312.5761285655285,849.5914400866891,1059.9263033330285,1,1,0,0,0,0,0,0,0,0
