year,month,day,hour,minute,lat1,lat2,lat3,lon1,lon2,lon3,wp1,wp2,wp3,size1,size2,size3,d1,d2,d3,mask1,mask2,mask3,Cb_dakar_t0,Cb_dakar_t1,Cb_dakar_t2,Cb_dakar_t3,Cb_dakar_t4,Cb_dakar_t5,Cb_dakar_t6
2016,6,1,0,0,9.117052,5.968580526257222,7.792679551846975,-13.006007,-10.854631638246557,-25.844589249657325,137.7989417989418,0.0,0.0,1701,0,0,789.3741255414162,1211.7698888531393,1194.2185432280116,1,0,0,0,0,0,0,0,0,0
2016,6,1,0,15,9.117916,23.603059713123073,20.19753976634391,-13.120132,-12.231322253868948,-9.147144491497322,120.2125,0.0,0.0,1440,0,0,781.7300839845955,1130.503039909152,1072.1431814990513,1,0,0,0,0,0,0,0,0,0
2016,6,1,0,30,9.20407,21.798040693319862,20.956625339729865,-13.466753,-11.361979973335924,-8.773517126515614,128.234375,0.0,0.0,1152,0,0,751.657622613354,1017.3363397703049,1151.9948201738393,1,0,0,0,0,0,0,0,0,0
2016,6,1,0,45,9.176445,9.089847,8.058894197958821,-13.494109,-13.090345,-8.577266110023832,147.35526315789474,94.26315789473684,0.0,684,171,0,752.4645001313309,786.1887577211522,1219.0043272290752,1,1,0,0,0,0,0,0,0,0
2016,6,1,1,0,9.176445,8.753265,6.555203199305291,-13.494109,-12.677598,-22.45420969411652,127.91463414634147,127.23809523809524,0.0,738,189,0,752.4645001313309,843.4347832408004,1058.2963456061018,1,1,0,0,0,0,0,0,0,0
2016,6,1,1,15,9.233014,8.781293,10.151934669981111,-13.611107,-12.707224,-26.544471109538183,122.96969696969697,145.58823529411765,0.0,594,306,0,740.0180833544582,838.9779477394343,1108.3288666874416,1,1,0,0,0,0,0,0,0,0
2016,6,1,1,30,9.233014,8.753471,23.09959121973955,-13.611107,-12.706035,-22.887342908913652,116.21052631578948,104.32142857142857,0.0,513,252,0,740.0180833544582,841.5079829234871,1092.2942056857632,1,1,0,0,0,0,0,0,0,0
2016,6,1,1,45,9.317996,8.437596883673478,8.961591496511124,-13.786998,-9.496125344719083,-25.773977504892294,105.04,0.0,0.0,450,0,0,721.4386789103437,1113.8411087572877,1107.177222189305,1,0,0,0,0,0,0,0,0,0
2016,6,1,3,30,9.297217,11.016289667041907,5.850463501086822,-14.648646,-26.349022448076553,-9.78847543164514,112.37037037037037,0.0,0.0,243,0,0,676.0715236264663,1046.7814594736392,1294.70558405455,1,0,0,0,0,0,0,0,0,0
2016,6,1,3,45,9.27031,21.64236250465666,5.785437434115876,-14.762717,-24.87898177549598,-25.5682223558716,133.0909090909091,0.0,0.0,396,0,0,673.23704267969,1097.731250668535,1330.4545484512128,1,0,0,0,0,0,0,0,0,0
2016,6,1,4,0,9.270771,7.587614206012933,7.077860832196766,-14.820426,-26.297784079655003,-26.503002753697736,125.55932203389831,0.0,0.0,531,0,0,670.473746283767,1246.9883058699102,1301.1957836521601,1,0,0,0,0,0,0,0,0,0
2016,6,1,4,15,9.2991705,8.708537,8.405866016020546,-14.879647,-14.160206,-25.872918706950745,114.13207547169812,124.06103286384976,0.0,477,1917,0,664.8670240196652,758.8626471387574,1153.1856509409522,1,1,0,0,0,0,0,0,0,0
2016,6,1,4,30,9.299914,5.879550421510674,23.603185715827387,-14.966377,-24.160723175547275,-26.325853399457802,103.3,0.0,0.0,270,0,0,660.856549725126,1224.9814372364451,1356.2966606775842,1,0,0,0,0,0,0,0,0,0
2016,6,1,4,45,9.328341,21.099766256990527,21.25704665840984,-15.025705,-8.990630446347367,-8.564197011169242,97.21052631578948,0.0,0.0,171,0,0,655.3325175110161,1143.2549794139798,1189.1778128781407,1,0,0,0,0,0,0,0,0,0
2016,6,1,5,15,8.740216,5.852494487241001,19.47983716207453,-14.6503105,-11.201961685769387,-26.37586561538176,88.82432432432432,0.0,0.0,666,0,0,731.860696648311,1200.1690687743207,1084.4632792643517,1,0,0,0,0,0,0,0,0,0
2016,6,1,14,45,11.185389,20.614664568755316,18.46509751142426,-12.934407,-9.510506390150663,-26.22239515880627,132.0,0.0,0.0,117,0,0,628.8238688361018,1067.6878161602926,1021.564094764211,1,0,0,0,0,0,0,0,0,0
2016,6,1,15,0,11.1577635,21.1064274431528,6.3175569351964675,-12.990321,-25.942360213105882,-8.724709505378975,109.66666666666667,0.0,0.0,162,0,0,626.060595160824,1143.5034648384094,1335.669036940865,1,0,0,0,0,0,0,0,0,0
2016,6,1,15,15,11.130201,17.149658924133888,21.337460238980256,-13.046314,-26.597139813481466,-26.231139288465588,128.57142857142858,0.0,0.0,315,0,0,623.3470499272232,1012.7816330782565,1182.8708334677426,1,0,0,0,0,0,0,0,0,0
2016,6,1,15,30,11.130711,11.908061,20.229992548650145,-13.103779,-11.912155,-25.258890477582078,118.97727272727273,177.67241379310346,0.0,396,522,0,618.5375962154864,677.3569979260113,1028.5603168549178,1,1,0,0,0,0,0,0,0,0
2016,6,1,15,45,11.047446,11.879599,21.42913072142187,-13.21426,-11.882064,-9.84079117985171,128.52380952380952,182.03649635036496,0.0,378,1233,0,615.586816546933,681.7364984495837,1098.194983493327,1,1,0,0,0,0,0,0,0,0
2016,6,1,16,0,11.04825,11.742432,5.942212823471396,-13.300569,-12.304314,-26.61772644888628,136.10714285714286,181.67368421052632,0.0,504,2565,0,608.5540680892293,649.3511216247814,1397.0029435879744,1,1,0,0,0,0,0,0,0,0
2016,6,1,16,15,11.021454,11.881623,8.639381202392935,-13.44294,-12.11114,-10.580170792099334,131.25454545454545,178.2643391521197,0.0,495,3609,0,599.2491428106342,659.7550773523908,1009.2276061714026,1,1,0,0,0,0,0,0,0,0
2016,6,1,16,30,11.049551,11.71668,6.42145745532855,-13.444464,-12.561141,-9.616350269622686,124.23809523809524,162.22270742358077,0.0,567,4122,0,596.9736613295112,627.1326855928054,1259.3143354461079,1,1,0,0,0,0,0,0,0,0
2016,6,1,16,45,11.077411,11.829176,23.11976840163618,-13.417223,-12.538508,-24.253044560226297,114.60377358490567,163.1148514851485,0.0,477,4545,0,597.0120861436607,622.5654697274148,1175.242858426828,1,1,0,0,0,0,0,0,0,0
2016,6,1,17,0,10.967915,11.886144,23.503190508791988,-13.728023,-12.599077,-9.047617713644179,96.6896551724138,168.40631163708088,0.0,261,4563,0,581.4301563821952,613.6359647489986,1317.181142731708,1,1,0,0,0,0,0,0,0,0
2016,6,1,17,15,11.024933,11.887516,22.33695347619883,-13.817715,-12.742879,-25.615479475827804,117.96551724137932,149.95272727272726,0.0,261,4950,0,570.0835944484439,600.2517751599091,1205.9631121240634,1,1,0,0,0,0,0,0,0,0
2016,6,1,17,30,10.970085,11.888019,20.283483345055473,-13.958945,-12.800379,-26.015452658937104,112.43181818181819,127.08566108007449,0.0,396,4833,0,564.0871052791764,594.9324175538778,1097.2169243088235,1,1,0,0,0,0,0,0,0,0
2016,6,1,17,45,10.970921,11.722377,18.804456927543058,-14.04565,-13.165332,-8.801094804305716,108.15625,122.80045351473923,0.0,288,3969,0,557.7244905278968,572.4432605507757,1028.3311054608248,1,1,0,0,0,0,0,0,0,0
2016,6,1,18,0,10.971787,11.8075,16.501251313108234,-14.132445,-13.227761,-26.66157125470502,108.33333333333333,144.23820754716982,0.0,378,3816,0,551.4395847880369,561.3914842109953,1004.2846807143387,1,1,0,0,0,0,0,0,0,0
2016,6,1,18,15,10.860996,11.806962,23.364045680937345,-14.299566,-13.170104,-22.75398775946683,106.14893617021276,133.90889830508473,0.0,423,4248,0,549.3431116141195,566.5367031944786,1110.177284777059,1,1,0,0,0,0,0,0,0,0
2016,6,1,18,30,12.006916,10.889692,12.982273,-13.412631,-14.359134,-11.85582,119.09223300970874,151.72727272727272,147.6153846153846,3708,594,117,532.162011255396,542.8125460289241,635.7846008875803,1,1,1,0,0,0,0,0,0,0
2016,6,1,18,45,12.065172,10.947008,13.011549,-13.589562,-14.478261,-11.943778,109.01327433628319,162.75510204081633,147.8695652173913,2034,882,414,512.7085262274094,529.8136079579475,625.714458335144,1,1,1,0,0,0,0,0,0,0
2016,6,1,19,0,11.869701,10.975659,12.983417,-13.809225,-14.537857,-11.970912,108.04347826086956,177.38129496402877,157.42528735632183,1035,1251,783,506.86722981378784,523.3414468369868,623.9164455260075,1,1,1,0,0,0,0,0,0,0
2016,6,1,19,15,11.842669,11.004495,13.01526,-13.923453,-14.597745,-12.318287,107.73214285714286,147.5064935064935,122.5575221238938,504,1386,1017,499.20944146794756,516.8538377439199,587.1795954322708,1,1,1,0,0,0,0,0,0,0
